SOURCE	TARGET	Type	Language	Word	Source_Gloss	Target_Gloss	Direction
(gun)powder	small quantity of something	Polysemy	Tabassaran	barut	gunpowder	tiny amount	
(gun)powder	quick	Polysemy	Tigrinya	barud	&#39;gunpowder, cloud of smoke from a shot&#39;&#39;	&#39;alert, brave, quick (esp. of cattle)&#39;	→
threshold	door-post	Polysemy	Tabassaran	gurzal	theshold	jamb (window, door)	
threshold	rapids	Polysemy	Russian	porog	threshold	threshold	
threshold	limit	Polysemy	Russian	porog	threshold	threshold	→
threshold	limit	Polysemy	Japanese	shikii (敷居)	theshold	limit, border, thershold	
under age	rude, impolite	Polysemy	Tabassaran	ʁaban	under age, immature	rude, ill-bred	
owre, buffalo (Bubalus bubalis)	old man	Polysemy	Tabassaran	ʁanda	old bull	a feeble old man	
Gipsy, Gypsy	to ask, beg	Derivation	Russian		a nomadic tribe of indian origin	to ask, to solicit (Ushakov, principal meaning)	—
Gipsy, Gypsy	to ask, beg	Polysemy	Armenian	boša (բոշա)	a member of the Bosha, an Armenian Gypsy	beggar	→
Gipsy, Gypsy	to mock (at)	Derivation	Russian		a nomadic tribe of indian origin	to jeer, to sneer (smn, smth)	
Gipsy, Gypsy	to deceive	Polysemy	English	Gipsy	gypsy (male and female)	a cunning false woman (disdainful)	
Gipsy, Gypsy	to deceive	Derivation	Russian		a nomadic tribe of indian origin	to deceive	
Gipsy, Gypsy	to nomadize	Derivation	English	Gipsy	gypsy (male and female)	to nomadise	
Gipsy, Gypsy	to nomadize	Polysemy	Tabassaran	ʁarači	gypsy	vagabond (fig.)	
Gipsy, Gypsy	to nomadize	Polysemy	Farsi	ġorbäti	Gipsy, Gypsy	wanderer	→
doomsday	tumult, turmoil	Polysemy	Russian	svetoprestavlenie	Apocalypse, the Judgement day in the Cristian teaching	extreme disorder, mess	
doomsday	tumult, turmoil	Polysemy	Tabassaran	ʁijamat	judgement day	tumult, turmoil	
crop, craw	Adam&#39;s apple	Polysemy	Tabassaran	ʁüdʁüd	crop	Adam&#39;s apple	
truth	payment	Polysemy	Tabassaran	häq’	truth	pay	
moisture	profit, gain (n.)	Polysemy	Tabassaran	q’äš	humidity, moisture	profit	
book (n.)	writing-book, note-pad	Derivation	English		book (n.)	writing-book, note-pad	
book (n.)	letter (text)	Polysemy	Nivkh	питɧы	book (n.)	letter (text)	—
mad	rabid	Polysemy	English	mad	mad, insane	rabid	—
mad	rabid	Polysemy	Amharic	abbädä	to be crazy, be insane, lose one&#39;s mind	to be rabid	→
mad	rabid	Polysemy	Tabassaran	dellu	crazy, mad	rabid	—
mad	rabid	Polysemy	Russian	bešenyj	frantic, wild, mad	rabid	—
mad	rabid	Polysemy	Danish	gal	mad	rabid	—
mad	to be keen of	Polysemy	Turkish	budala	dolt, booby	crazy about smth	
mad	to be keen of	Polysemy	Japanese	kichigai (気違い)	mad	passionate admirer	
mad	fly agaric (Amanita muscaria)	Derivation	Russian		mad, furious	fly agaric (Amanita muscaria)	→
mad	fly agaric (Amanita muscaria)	Derivation	Even		mad, crazy	fly agaric (Amanita muscaria)	→
long stick	tall person	Derivation	Russian		pole, perch	a lanky, gangling person	→
long stick	tall person	Polysemy	Russian	ogloblja	shaft	a lanky, gangling person	→
long stick	tall person	Polysemy	Tabassaran	zuldan	pole, perch	maypole (fig.)	→
long stick	tall person	Polysemy	Tabassaran	c’uʁan	perch, pole	maypole (fig.)	→
to sprinkle	to run	Polysemy	Lithuanian	dribčióti	splash, sprinkle	to trot heavily	
to sprinkle	to run	Polysemy	Ukrainian	porskati	splash, sprinkle	to dart, to take a run	
to sprinkle	to run	Polysemy	Komi	пызйыны	splash, sprinkle	to rush	
to sprinkle	to run	Polysemy	Komi	резны	splash, sprinkle	to rush	
to sprinkle	to cut (tr.)	Polysemy	Komi	чилскыны	to jet, to splutter	to cut (colloq.)	→
warp	basis	Polysemy	Russian	osnova	warp	base, foundation	→
warp	basis	Polysemy	Komi	панас	warp	base, foundation	—
warp	basis	Polysemy	Sanskrit	tántra	warp	base, essense	→
sheath	pod	Polysemy	Lao	fak1	sheath, case, cover	pod, cop	—
sheath	pod	Polysemy	Komi	пуртöс	sheath	pod	
sheath	pod	Polysemy	Spanish	vaina	sheath	pod	
to be glad	to copulate	Polysemy	Fula	janja	to be happy, cheerful	to copulate, to have sexual intercourse	—
to be glad	to forget	Polysemy	Old Norse	gleyma	to make a merry noise, to be merry	to forget	—
alive	quick	Cognates			alive	quick, fast	
alive	quick	Polysemy	Russian		alive	quick, fast	→
alive	quick	Derivation	Italian		alive	quick	→
alive	quick	Polysemy	Belarusan	bodryj	alive	quick, fast	—
alive	quick	Polysemy	Czech	čujný	vivacious, cheery	quick, fast	
alive	active	Polysemy	Russian	živoj	alive	vivacious	—
alive	active	Polysemy	Mongolian (Khalkha)	am&#39;d	alive	quick, nimble	→
alive	active	Semantic evolution	French	vif	alive	active, quick	→
butterfly	chaff	Polysemy	Udmurt	бубыли	butterfly, moth	chaff	—
to pass by	to cut up	Polysemy	Classical Arabic	ḳaraḍa	&#39;to cut&#39;	&#39;to pass through, accross&#39;	←
to pass by	to cut up	Polysemy	Tigrinya	bätäḵä	&#39;to tranverse (a road)	to cut, slice	←
to pass by	to cut up	Polysemy	Nganasan	беричесы	to pass by	to cut	
to pass by	to cut up	Polysemy	Nganasan	мəтутəса	to cross	to cut	
to pass by	to pass (of time)	Polysemy	Amharic	alläfä	to pass	to expire (time)	→
to pass by	to pass (of time)	Polysemy	Karakhanid Uighur	арт-	to pass by	to pass by (time)	→
to pass by	to pass (of time)	Polysemy	Mandarin Chinese	guò	to pass by	to pass by (time)	→
to pass by	to pass (of time)	Polysemy	Russian	projti	to move, to shift	to pass	
to pass by	to pass (of time)	Polysemy	Koryak	тилик	to pass by	to pass	—
to pass by	to pass (of time)	Polysemy	Tabassaran	uldubč’ʷub // ulduč’ʷub	to get off, to cross over	to pass by, to be over (time)	→
to pass by	to pass (of time)	Polysemy	Spanish	pasar	to come through	to pass by (time)	→
to pass by	to pass (of time)	Polysemy	Fula	fey&#39;a	to go one&#39;s way	to pass (time)	→
to pass by	to pass (of time)	Polysemy	Adyghe	bleč&#39;ʲǝn	to pass by	to pass	—
to pass by	to pass (of time)	Polysemy	French	passer	to pass by	to pass (of time)	→
to pass by	to pass (of time)	Polysemy	Abaza	aʕʷsra	to pass by	to pass (of time)	→
to pass by	to happen	Polysemy	Fula	fey&#39;a	to go one&#39;s way	to take place, to happen	→
to pass by	to happen	Polysemy	Yaqui (Hiaki)	pasaroa	to pass	to happen	—
to pass by	wrong	Polysemy	Jarawara	fiya tona	pass by.	be wrong, incorrect.	—
to turn over	to pour	Polysemy	Nganasan	бǝбтӱʔтəса	to turn, to topple	to pour	
to turn over	to turn back to look at smth.	Polysemy	Tigrinya	tägälbäṭä	to turn over	to turn back to look at smth.	—
to turn over	to turn back to look at smth.	Polysemy	Tigrinya	tägämṭälä	to turn over	to turn back to look at smth.	—
to smooth	to correct	Polysemy	Nganasan	бындǝ(ʔ)бтысы	to flatten, to smooth	to correct, to amend	
to smooth	to lick	Polysemy	Tigrinya	ʔalmäṣä	‘to smooth, plane (smooth)’	‘to lick (one’s fingers, a spoon in order to taste’	→
to turn back to look at smth.	to sympathize	Polysemy	Nganasan	деңкəʒəсы	to look back	to sympathize	
wooden object	corpse	Polysemy	Old East Slavic	трупъ	stump	dead body	—
wooden object	corpse	Derivation	Russian		chock, log	to kick the bucket	→
wooden object	corpse	Derivation	Russian		stake, pole	to die	→
wooden object	corpse	Cognates			trunk, body, stump	corpse	—
wooden object	bastard	Polysemy	Komi	чурка	stump, block, log	bastard	→
wooden object	pack of cards	Polysemy	Russian	koloda	block, log	a pack of cards	→
wooden object	pack of cards	Polysemy	Romanian	butuc	log, block	deck of cards	→
below	east	Polysemy	Nganasan	ңилиʔиа	down	eastwards, eastbound	
meat	fruit pulp	Polysemy		laḥm-	&#39;flesh, meat&#39; (WKAS 348)	&#39;fruit pulp, flesh of fruit&#39;	—
meat	fruit pulp	Polysemy	Swahili	nyama	meat; meat products	pulp	→
meat	fruit pulp	Polysemy	English	flesh	flesh	pulp	—
meat	fruit pulp	Polysemy	Norwegian	kjøtt	meat	fruit pulp	→
meat	fruit pulp	Polysemy	Danish	kød	meat	fruit pulp	→
meat	fruit pulp	Polysemy	Swedish	kött	meat	fruit pulp	→
meat	fruit pulp	Polysemy	Mandarin Chinese	ròu (肉)	meat	fruit pulp	→
meat	fruit pulp	Polysemy	Indonesian	daging	meat, flesh	fruit pulp	→
meat	fruit pulp	Polysemy	Khmer	sac	flesh, meat; muscle	wooden parts of a tree; pulp (of a fruit)	→
meat	fruit pulp	Polysemy	Lao	nɨ̂a	meat	fruit pulp	→
meat	fruit pulp	Polysemy	Modern Mon	phyun	flesh, meat	edible pith of fruit, grain of wood, texture of cloth	→
meat	kinship	Polysemy	Tibetan	snag-pa	meat	cognate, blood kin	
meat	kinship	Derivation	Mandarin Chinese		meat	blood relatives, kinsmen or kinswomen	→
meat	body part	Polysemy	Geez	ʔabāl	flesh, meat	limb, body part	—
meat	animal	Polysemy	Lingala	nyama	meat	animal	→
meat	animal	Polysemy	Efik	unam	meat	animal	→
meat	animal	Polysemy	Hausa	nama	meat	animal	→
meat	animal	Polysemy	Yoruba	ẹran	meat	animal	→
meat	animal	Polysemy	Saramaccan	mbéti	meat	animal	→
meat	animal	Polysemy	Yir Yoront	minh	meat	animal	→
meat	animal	Polysemy	Sora	jelu:n	meat	animal	→
meat	animal	Polysemy	Yanomamö	yaro	meat	animal	—
alder-tree	minnow	Derivation	Czech		alder	minnow	→
alder-tree	minnow	Derivation	German		alder	minnow	→
alder-tree	minnow	Derivation	Hungarian		alder	minnow	—
alder-tree	minnow	Derivation	Estonian		alder	minnow	→
mirror	mirror carp	Derivation	Ukrainian		mirror	mirror carp	
mirror	mirror carp	Derivation	Polish		mirror	mirror carp	→
mirror	spectacles	Polysemy	Hausa	mádúubíi	mirror	spectacles	—
mirror	spectacles	Polysemy	Q&#39;eqchi&#39;	lem	mirror	spectacles	—
mirror	spectacles	Polysemy	White Hmong (Hmong Daw)	tsom iav	mirror	spectacles	—
mirror	spectacles	Polysemy	Mandarin Chinese	jìng (镜)	mirror	spectacles	→
troop (of animals)	minnow	Polysemy	Serbo-Croatian	zboj	pack	minnow	
troop (of animals)	minnow	Derivation	Russian		herd	minnow	
to blink (by eyes)	instant, moment	Derivation	English	wink	to blink, to wink	instant	→
to blink (by eyes)	instant, moment	Derivation	Russian		to blink	moment	→
to blink (by eyes)	instant, moment	Derivation	English	blink	to blink	instant	→
to blink (by eyes)	instant, moment	Derivation	Romanian		to blink, to wink	instant	→
to blink (by eyes)	instant, moment	Derivation		ḳəṣbät	wink of an eyelash	instant, moment	→
to blink (by eyes)	to tremble	Polysemy	Old Norse	titra	to twinkle	to shake, shiver	—
bullhead	cigarette end	Polysemy	Modern Greek	γόπα	pigfish	stub	—
bullhead	cigarette end	Polysemy	Russian	byčok	bull calf, bullock	stub	—
full	fat (adj.)(of a person)	Polysemy	Modern Greek	γεμάτος	full, filled	fat (person)	
full	fat (adj.)(of a person)	Derivation	Tigre		to be full, to overflow	fat	—
full	fat (adj.)(of a person)	Polysemy	Russian	polnyj	full, complete	complete	
full	drunk	Polysemy	Farsi	сäршар	overflowing	drunk	
full	drunk	Polysemy	Norwegian	full	full	drunk	→
full	drunk	Polysemy	Danish	fuld	full	drunk	→
full	drunk	Polysemy	Faroese	fullur	full	drunk	→
full	drunk	Polysemy	Icelandic	fullur	full	drunk	→
full	drunk	Polysemy	German	voll	full	drunk	→
full	drunk	Polysemy	Swedish	full	full	drunk	→
full	drunk	Polysemy	Latin	ebrius	(poet) full	drunk	←
drunk	great bilberry (Vaccinium uliginosum)	Derivation	Lithuanian		drunk	blueberry	
drunk	great bilberry (Vaccinium uliginosum)	Polysemy	Russian	p&#39;janica	drunkard	blueberry (dialect)	
drunk	bold, insolent	Polysemy	Adyghe		to get drunk	to be impudent	—
drunk	to grow numb	Polysemy	Lao	mɯn2	to get numb (limbs)	to be tipsy	—
drunk	rabid	Polysemy	Yaqui (Hiaki)	naamukia	drunk	rabid	—
skill; know(-)how	memory	Polysemy	Nganasan	ченыбся	skill	memory	
to add	to help, aid	Polysemy	Nganasan	хелыʒысы	to add	to help	
to have	to carry	Polysemy	Nganasan	хонсы	to have	to wear	
to repeat	to tell	Polysemy	Tigre	dagma	to repeat	to tell, to narrate	→
to repeat	to tell	Polysemy	Syriac	tnā	to repeat	to tell, narrate	→
to repeat	to learn, study	Polysemy	Jewish Palestinian Aramaic	tny	(Pe.) to repeat	(Pe.) to learn	→
to light, to kindle (the fire)	to provoke	Polysemy	Classical Arabic	ʔazza	&#39;to kindle, to make burn&#39;	&#39;to provoke, incite, urge, instigate&#39;	—
to light, to kindle (the fire)	to provoke	Polysemy	Classical Arabic	saʕara	&#39;to light, kindle (the fire)&#39;	&#39;to excite, provoke&#39;	→
to light, to kindle (the fire)	to provoke	Polysemy	Romanian	a aţâţa	to make fire	to incite, to stir up	→
to light, to kindle (the fire)	to provoke	Polysemy	Ancient Greek	ὑπόθυψις	kindling	inciting	→
to light, to kindle (the fire)	to provoke	Polysemy	Russian	разжигать (razžigat&#39;)	to kindle	to provoke	→
to light, to kindle (the fire)	to provoke	Polysemy	French	attiser	to light, to kindle (the fire)	to provoke	→
to light, to kindle (the fire)	to shoot	Polysemy	Russian	palit&#39;	to scald	to pound away	→
to light, to kindle (the fire)	to shoot	Polysemy	English	fire	fire	to shoot	→
to light, to kindle (the fire)	to shoot	Polysemy	Amharic	täkkʷäsä	&#39;to ignite, light, set on fire&#39;	&#39;to fire (a gun, artillery or other firearms)&#39;	→
to light, to kindle (the fire)	to be resurrected	Polysemy	Erzya	вельмевтемс	to make fire	to revitalize	—
to light, to kindle (the fire)	to be resurrected	Derivation			to strike saprkles	to resurrect, to bring back to life	→
snow	winter	Derivation	Udi		snow	winter	→
snow	winter	Polysemy	Nganasan	сирӱ	snow	winter	
snow	frost	Polysemy	Tamil	paṉikkaṭṭi	snow	frost	—
snow	frost	Polysemy	Tamil	imam	snow	frost	—
snow	ice	Polysemy	Tamil		snow	ice	—
image	shadow	Polysemy	Nganasan	сыʔ	image	shadow	
to push	to induce	Polysemy	Mandarin Chinese	hàn	to push	to incite, to stir up	→
to push	to induce	Polysemy	Komi	тойлавны	to push	to provoke, to incite	—
to push	to induce	Polysemy	Russian	tolkat&#39;	to push	to instigate	→
to push	to induce	Polysemy	Ancient Greek	προωθέω	to push	to prompt, to impel	→
to push	to induce	Polysemy	Romanian	a împinge	to push	to sway smb for smth	→
to push	to induce	Polysemy	French	pousser	to push	to induce	—
to push	ram	Derivation	Welsh	hwrrd	to push	ram	
to push	to bribe	Polysemy	Romanian	a împinge	to push	to bribe	→
to live	food	Derivation	Tigre		to live	food	→
to live	food	Polysemy	Fula	ngurndam	life	food	—
to live	food	Polysemy	Sanskrit		alive	food	→
to live	food	Derivation	Latin		to live	food	→
to live	food	Cognates			to live	food	—
to live	food	Derivation	French		to live, be alive	food, provisions	→
to live	animal	Semantic evolution			жизнь	cattle (mostly cows)	→
to live	animal	Derivation	Old Slavonic		life	animal	→
to live	animal	Derivation	Ancient Greek		to live	animal	→
to live	animal	Derivation	Mongolian (Khalkha)		life	animal, animate being	→
to live	animal	Derivation	Irish Gaelic		to live	animal	→
to live	animal	Borrowing			to live	animate being; wild animal	→
to live	animal	Derivation	Classical Arabic		to live	animal	→
to live	bread	Derivation	Classical Arabic		to live	life; wheat, or other food; bread	→
to live	bread	Derivation	Russian		to live	grain	→
to live	to plough	Polysemy	Old English	būan	dwell, inhabit	cultivate	→
to live	to plough	Polysemy	Latin	colo, colere	to dwell, to live, to populate	to work, to cultivate (land)	←
quince	pear	Cognates		dulja	quince	pear	
quince	pear	Borrowing		armud	pear	quince (dialect.)	
animal	fool	Polysemy	Kubachi	хIяван	animal; cattle, livestock	fool	→
animal	insect	Polysemy	Panare	nəʔna	animal	insect	—
animal	insect	Polysemy	Rapanui	manu	animal	insect	—
animal	insect	Polysemy	Angami	kuno	animal	insect	—
animal	insect	Polysemy	Otomi	zu&#39;we	animal	insect	—
animal	insect	Polysemy	Seychellois Creole	bebet	animal	insect	—
animal	insect	Polysemy	Tzotzil	chon	animal	insect	—
animal	insect	Polysemy	Kannada	jaṃtu	living being, creature, animal	insect, roundworm, hookworm, tapeworm and similar other parasites grown in the belly.	—
wood-louse	pig (Sus scrofa)	Derivation	Latin		pig	wood louse	
wood-louse	pig (Sus scrofa)	Semantic evolution			wood lice (pl)	pig	
eel (Anguilla anguilla)	worm	Cognates			eel	big worm	—
active	clever	Polysemy	Romanian	ager	vivacios, quick, nimble	smart	→
active	keen (of senses)	Polysemy	Romanian	ager	vivacios, quick, nimble	sharp (sight)	→
cucumber	bourrache (Borago)	Derivation	Russian		cucumber	common borage (Borago)	
cucumber	bourrache (Borago)	Derivation	Lithuanian		cucumber	common borage	
cucumber	vegetable marrow	Derivation	Lithuanian		cucumber	vegetable marrow	
cucumber	pumpkin	Derivation	Erzya		cucumber	pumpkin	→
cucumber	pumpkin	Derivation	Ancient Greek		cucumber	pumpkin	—
cucumber	pumpkin	Polysemy	Swahili	mtango	cucumber (Cucumis sativus)	a species of a melon (Cucumis metuliferus, Cucumis melo)	
cucumber	pumpkin	Polysemy	Serbo-Croatian	krastavica	cucumber	a species of a pumpkin with a rough skin	—
&lt;tree&gt;	&lt;mushroom, fungus&gt;	Derivation	Russian		oak	a mushroom species	→
&lt;tree&gt;	&lt;mushroom, fungus&gt;	Derivation	Russian		birch	rough boletus	→
&lt;tree&gt;	&lt;mushroom, fungus&gt;	Derivation	Russian		fir	orange milky cap (mushroom)	→
&lt;tree&gt;	&lt;mushroom, fungus&gt;	Derivation	Russian		asp(en)	orange cup boletus	→
&lt;tree&gt;	&lt;mushroom, fungus&gt;	Derivation	Kott		birch	mushroom	→
&lt;tree&gt;	&lt;mushroom, fungus&gt;	Derivation	Lithuanian		alder	a mushroom species	→
&lt;tree&gt;	&lt;mushroom, fungus&gt;	Derivation	Japanese		chinquapin (Castanopsis cuspidata)	shhitake mushroom (Lentinula edodes)	→
